SOC Code,Occupation Title,Star Rating,Employment Estimates 2012,Employment Estimates 2022,Annual Growth Rate,Annual Openings Growth,Annual Openings Replacements,Annual Openings Total,Hourly Wages Inexperienced,Hourly Wages Median,Education,Work Experience,Job Training
49-3023,Automotive Service Technicians and Mechanics,5,320,430,3.2,10,10,20,11.00,18.90,High school diploma or equivalent,None,Long-term on-the-job training
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,4,190,250,3.2,10,0,10,13.00,18.70,High school diploma or equivalent,None,Long-term on-the-job training
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",,40,60,4.3,0,0,0,18.30,20.80,High school diploma or equivalent,None,Long-term on-the-job training
49-3093,Tire Repairers and Changers,0,50,60,2.8,0,0,0,8.10,10.60,High school diploma or equivalent,None,Short-term on-the-job training
49-9000,"Other Installation, Maintenance, and Repair Occupations",,920,1240,3.5,30,20,50,,,,,
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3,60,90,4.4,0,0,10,14.00,17.10,Postsecondary non-degree award,None,Long-term on-the-job training
49-9041,Industrial Machinery Mechanics,4,60,90,5.3,0,0,10,12.60,17.40,High school diploma or equivalent,None,Long-term on-the-job training
49-9051,Electrical Power-Line Installers and Repairers,3,70,100,3.9,0,0,10,14.60,30.50,High school diploma or equivalent,None,Long-term on-the-job training
49-9071,"Maintenance and Repair Workers, General",4,400,510,2.9,10,10,20,9.70,14.60,High school diploma or equivalent,None,Long-term on-the-job training
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",,40,50,3.5,0,0,0,10.30,13.00,High school diploma or equivalent,None,Moderate-term on-the-job training
51-0000,Production Occupations,,2320,3050,3.1,70,50,120,9.10,13.90,,,
51-1000,Supervisors of Production Workers,,180,240,3,10,0,10,,,,,
51-1011,First-Line Supervisors of Production and Operating Workers,4,180,240,3,10,0,10,15.80,23.60,Postsecondary non-degree award,Less than 5 years,None
51-2000,Assemblers and Fabricators,,450,570,2.8,10,10,20,,,,,
51-2092,Team Assemblers,3,280,360,3,10,0,10,10.30,14.00,High school diploma or equivalent,None,Moderate-term on-the-job training
51-3000,Food Processing Workers,,240,310,3.1,10,10,10,,,,,
51-3011,Bakers,3,100,130,3.5,0,0,10,8.10,11.10,Less than high school,None,Long-term on-the-job training
51-4041,Machinists,4,100,150,4.2,0,0,10,11.40,14.60,High school diploma or equivalent,None,Long-term on-the-job training
51-4121,"Welders, Cutters, Solderers, and Brazers",4,130,200,5.2,10,0,10,15.60,17.30,High school diploma or equivalent,None,Moderate-term on-the-job training
51-5100,Printing Workers,,40,40,-1,0,0,0,,,,,
51-6000,"Textile, Apparel, and Furnishings Workers",,310,380,2.2,10,10,10,,,,,
51-6011,Laundry and Dry-Cleaning Workers,1,190,250,3.2,10,10,10,8.00,8.50,Less than high school,None,Short-term on-the-job training
51-7000,Woodworkers,,160,260,6.7,10,0,10,,,,,
51-7011,Cabinetmakers and Bench Carpenters,4,110,190,7.8,10,0,10,12.30,15.70,High school diploma or equivalent,None,Moderate-term on-the-job training
51-8000,Plant and System Operators,,100,140,3.7,0,0,10,,,,,
51-8031,Water and Wastewater Treatment Plant and System Operators,4,90,120,3.7,0,0,10,15.90,19.60,High school diploma or equivalent,None,Long-term on-the-job training
51-9000,Other Production Occupations,,500,640,2.8,10,10,30,,,,,
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",2,90,110,2.6,0,0,0,11.90,16.90,High school diploma or equivalent,None,Moderate-term on-the-job training
51-9198,Helpers--Production Workers,1,130,170,3.8,10,0,10,8.10,9.30,Less than high school,None,Short-term on-the-job training
53-0000,Transportation and Material Moving Occupations,,3710,4990,3.5,130,80,200,8.90,14.40,,,
53-1000,Supervisors of Transportation and Material Moving Workers,,150,200,3.6,10,0,10,,,,,
53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",3,80,110,4,0,0,10,15.80,24.80,High school diploma or equivalent,Less than 5 years,None
53-2000,Air Transportation Workers,,60,80,3.2,0,0,0,,,,,
53-3000,Motor Vehicle Operators,,2200,2950,3.4,70,40,110,,,,,
53-3022,"Bus Drivers, School or Special Client",1,150,190,3.4,10,0,10,12.80,17.00,High school diploma or equivalent,None,Short-term on-the-job training
53-3031,Driver/Sales Workers,1,410,560,3.7,20,10,20,8.20,8.80,High school diploma or equivalent,None,Short-term on-the-job training
53-3032,Heavy and Tractor-Trailer Truck Drivers,4,1180,1590,3.5,40,20,60,12.60,17.40,Postsecondary non-degree award,None,Short-term on-the-job training
53-3033,Light Truck or Delivery Services Drivers,3,300,380,2.7,10,10,10,8.80,13.00,High school diploma or equivalent,None,Short-term on-the-job training
53-3041,Taxi Drivers and Chauffeurs,1,150,200,3.6,10,0,10,9.70,10.90,Less than high school,None,Short-term on-the-job training
53-6000,Other Transportation Workers,,80,110,5.2,0,0,10,,,,,
53-6031,Automotive and Watercraft Service Attendants,1,60,90,5.6,0,0,10,8.10,10.00,Less than high school,None,Short-term on-the-job training
53-7000,Material Moving Workers,,1220,1650,3.5,40,30,80,,,,,
53-7051,Industrial Truck and Tractor Operators,3,110,140,2.6,0,0,10,15.50,19.90,Less than high school,None,Short-term on-the-job training
53-7061,Cleaners of Vehicles and Equipment,1,230,310,3.5,10,10,10,8.10,8.70,Less than high school,None,Short-term on-the-job training
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",3,520,690,3.3,20,20,30,8.60,11.20,Less than high school,None,Short-term on-the-job training
53-7064,"Packers and Packagers, Hand",1,140,180,2.4,0,0,10,8.10,10.00,Less than high school,None,Short-term on-the-job training
