SOC Code,Occupation Title,Star Rating,Employment Estimates 2012,Employment Estimates 2022,Annual Growth Rate,Annual Openings Growth,Annual Openings Replacements,Annual Openings Total,Hourly Wages Inexperienced,Hourly Wages Median,Education,Work Experience,Job Training
27-4012,Broadcast Technicians,0,130,130,0.5,0,0,0,10.90,16.70,Associate's degree,None,Short-term on-the-job training
27-4014,Sound Engineering Technicians,1,130,160,3.1,0,0,10,8.10,9.90,Postsecondary non-degree award,None,Short-term on-the-job training
27-4021,Photographers,3,660,830,2.5,20,10,20,11.20,18.90,High school diploma or equivalent,None,Long-term on-the-job training
27-4031,"Camera Operators, Television, Video, and Motion Picture",3,200,240,2.1,0,0,10,11.60,19.90,Bachelor's degree,None,None
27-4032,Film and Video Editors,3,280,360,3,10,0,10,9.80,14.70,Bachelor's degree,None,None
29-0000,Healthcare Practitioners and Technical Occupations,,33590,44640,3.3,1110,690,1800,16.00,28.00,,,
29-1000,Health Diagnosing and Treating Practitioners,,20210,26600,3.2,640,420,1060,,,,,
29-1011,Chiropractors,3,150,180,1.9,0,0,10,13.30,20.40,Doctoral or professional degree,None,None
29-1021,"Dentists, General",5,520,630,2.2,10,10,30,34.60,60.60,Doctoral or professional degree,None,None
29-1031,Dietitians and Nutritionists,4,390,510,3.2,10,10,20,11.50,22.70,Bachelor's degree,None,Internship/residency
29-1041,Optometrists,4,120,160,3,0,0,10,39.00,52.40,Doctoral or professional degree,None,None
29-1051,Pharmacists,5,1270,1580,2.4,30,30,60,36.60,54.50,Doctoral or professional degree,None,None
29-1061,Anesthesiologists,4,290,400,3.8,10,10,20,72.70,90.10,Doctoral or professional degree,None,Internship/residency
29-1062,Family and General Practitioners,4,330,410,2.5,10,10,20,62.20,87.40,Doctoral or professional degree,None,Internship/residency
29-1064,Obstetricians and Gynecologists,4,110,140,2.9,0,0,10,56.70,90.10,Doctoral or professional degree,None,Internship/residency
29-1066,Psychiatrists,4,270,370,3.8,10,10,20,10.50,39.90,Doctoral or professional degree,None,Internship/residency
29-1067,Surgeons,4,180,240,3.3,10,0,10,92.90,90.20,Doctoral or professional degree,None,Internship/residency
29-1069,"Physicians and Surgeons, All Other",5,1550,1990,2.8,40,40,80,70.60,90.10,Doctoral or professional degree,None,Internship/residency
29-1071,Physician Assistants,5,610,900,4.7,30,10,40,21.90,40.50,Master's degree,None,None
29-1081,Podiatrists,3,40,40,1.6,0,0,0,19.80,45.90,Doctoral or professional degree,None,Internship/residency
29-1122,Occupational Therapists,4,290,380,3.3,10,0,10,29.50,37.70,Master's degree,None,None
29-1123,Physical Therapists,5,740,1040,4,30,20,50,29.80,36.80,Doctoral or professional degree,None,None
29-1124,Radiation Therapists,3,110,140,2.6,0,0,10,20.80,23.80,Associate's degree,None,None
29-1125,Recreational Therapists,4,120,170,3.7,10,0,10,15.80,20.50,Bachelor's degree,None,None
29-1127,Speech-Language Pathologists,4,490,620,2.6,10,10,20,21.40,33.60,Master's degree,None,None
29-1131,Veterinarians,4,190,270,4.2,10,10,10,31.70,39.70,Doctoral or professional degree,None,None
29-1141,Registered Nurses,5,10380,13670,3.2,330,200,530,24.50,29.40,Associate's degree,None,None
29-1171,Nurse Practitioners,5,980,1410,4.4,40,20,60,35.00,43.60,Master's degree,None,None
29-1181,Audiologists,4,100,150,4.6,10,0,10,22.50,32.30,Doctoral or professional degree,None,None
29-2000,Health Technologists and Technicians,,12390,16810,3.6,440,250,690,,,,,
29-2012,Medical and Clinical Laboratory Technicians,3,1110,1580,4.3,50,30,80,11.30,14.60,Associate's degree,None,None
29-2021,Dental Hygienists,5,950,1280,3.5,30,20,60,30.20,34.10,Associate's degree,None,None
29-2031,Cardiovascular Technologists and Technicians,5,200,290,4.4,10,0,10,13.30,24.70,Associate's degree,None,None
29-2033,Nuclear Medicine Technologists,3,80,100,2.8,0,0,0,24.10,31.40,Associate's degree,None,None
29-2034,Radiologic Technologists,5,800,1050,3.2,30,10,40,19.80,25.00,Associate's degree,None,None
29-2035,Magnetic Resonance Imaging Technologists,3,100,130,3,0,0,0,21.70,29.90,Associate's degree,Less than 5 years,None
29-2041,Emergency Medical Technicians and Paramedics,3,1150,1610,4,50,30,80,12.40,17.60,Postsecondary non-degree award,None,None
29-2051,Dietetic Technicians,1,250,310,2.7,10,0,10,9.70,11.00,Associate's degree,None,None
29-2052,Pharmacy Technicians,3,1480,1920,2.9,40,20,60,10.80,15.40,High school diploma or equivalent,None,Moderate-term on-the-job training
29-2053,Psychiatric Technicians,1,370,490,3.4,10,0,20,11.80,13.50,Postsecondary non-degree award,None,Short-term on-the-job training
29-2054,Respiratory Therapy Technicians,4,40,70,6.3,0,0,0,16.00,18.50,Associate's degree,None,Moderate-term on-the-job training
29-2055,Surgical Technologists,3,550,770,4,20,10,30,14.00,17.20,Postsecondary non-degree award,None,None
29-2056,Veterinary Technologists and Technicians,1,380,620,6.2,20,0,30,10.40,12.00,Associate's degree,None,None
29-2061,Licensed Practical and Licensed Vocational Nurses,4,930,1310,4.1,40,20,60,15.60,21.40,Postsecondary non-degree award,None,None
29-2071,Medical Records and Health Information Technicians,3,1370,1820,3.2,40,40,80,10.60,14.20,Postsecondary non-degree award,None,None
29-2081,"Opticians, Dispensing",3,390,490,2.6,10,10,20,12.60,14.40,High school diploma or equivalent,None,Long-term on-the-job training
29-2099,"Health Technologists and Technicians, All Other",,220,270,2.6,10,0,10,13.40,16.70,High school diploma or equivalent,None,None
29-9000,Other Healthcare Practitioners and Technical Occupations,,990,1230,2.4,20,30,50,,,,,
29-9011,Occupational Health and Safety Specialists,3,490,570,1.7,10,10,20,20.90,28.30,Bachelor's degree,None,Short-term on-the-job training
29-9012,Occupational Health and Safety Technicians,3,70,80,2.2,0,0,0,15.10,21.20,High school diploma or equivalent,None,Moderate-term on-the-job training
29-9091,Athletic Trainers,4,100,140,4.5,0,0,10,25880.00,35798.00,Bachelor's degree,None,None
31-0000,Healthcare Support Occupations,,15050,21030,4,600,280,880,9.80,12.20,,,
31-1000,"Nursing, Psychiatric, and Home Health Aides",,6580,9590,4.6,300,130,430,,,,,
31-1011,Home Health Aides,1,1630,2580,5.9,100,30,130,8.30,10.30,Less than high school,None,Short-term on-the-job training
31-1014,Nursing Assistants,1,4500,6380,4.2,190,90,280,10.00,11.10,Postsecondary non-degree award,None,None
31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,,640,910,4.2,30,10,40,,,,,
31-2021,Physical Therapist Assistants,4,200,280,3.8,10,0,10,14.20,20.80,Associate's degree,None,None
31-2022,Physical Therapist Aides,1,380,550,4.6,20,10,30,8.20,10.30,High school diploma or equivalent,None,Short-term on-the-job training
31-9000,Other Healthcare Support Occupations,,7820,10520,3.4,270,140,410,,,,,
31-9011,Massage Therapists,3,950,1300,3.6,40,10,50,11.20,14.20,Postsecondary non-degree award,None,None
31-9091,Dental Assistants,1,1920,2430,2.6,50,40,90,11.70,13.40,Postsecondary non-degree award,None,None
31-9092,Medical Assistants,3,3330,4590,3.8,130,60,190,12.10,13.80,Postsecondary non-degree award,None,None
31-9093,Medical Equipment Preparers,3,70,90,3.1,0,0,0,12.20,16.20,High school diploma or equivalent,None,Moderate-term on-the-job training
31-9094,Medical Transcriptionists,3,380,510,3.3,10,10,20,8.20,12.20,Postsecondary non-degree award,None,None
31-9097,Phlebotomists,1,550,820,5,30,10,40,10.60,12.80,Postsecondary non-degree award,None,None
31-9099,"Healthcare Support Workers, All Other",,310,410,3.2,10,10,20,10.30,13.90,High school diploma or equivalent,None,None
33-0000,Protective Service Occupations,,14240,16870,1.8,260,390,650,9.90,17.30,,,
33-1000,Supervisors of Protective Service Workers,,1680,1940,1.6,30,50,80,,,,,
33-1011,First-Line Supervisors of Correctional Officers,2,130,140,0.9,0,0,10,26.20,28.60,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
33-1012,First-Line Supervisors of Police and Detectives,5,810,930,1.4,10,20,40,26.40,31.30,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,3,370,420,1.5,10,20,20,13.30,29.40,Postsecondary non-degree award,Less than 5 years,Moderate-term on-the-job training
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",,370,440,2.1,10,10,20,13.50,21.20,High school diploma or equivalent,Less than 5 years,None
33-2000,Fire Fighting and Prevention Workers,,1820,2100,1.5,30,50,80,,,,,
33-2021,Fire Inspectors and Investigators,,40,50,1.5,0,0,0,18.10,26.60,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training
33-3000,Law Enforcement Workers,,4380,5000,1.4,60,130,190,,,,,
33-3012,Correctional Officers and Jailers,4,1340,1470,1,10,40,50,16.40,18.00,High school diploma or equivalent,None,Moderate-term on-the-job training
33-3021,Detectives and Criminal Investigators,2,130,140,0.6,0,0,0,23.40,45.50,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
33-3041,Parking Enforcement Workers,,40,50,2.8,0,0,0,12.10,15.60,High school diploma or equivalent,None,Short-term on-the-job training
33-3051,Police and Sheriff's Patrol Officers,4,2820,3280,1.6,50,90,140,17.30,23.30,High school diploma or equivalent,None,Moderate-term on-the-job training
33-9000,Other Protective Service Workers,,6360,7830,2.3,150,150,300,,,,,
33-9011,Animal Control Workers,3,100,120,1.7,0,0,0,12.00,17.10,High school diploma or equivalent,None,Moderate-term on-the-job training
33-9032,Security Guards,3,4000,5100,2.8,110,60,170,9.50,13.20,High school diploma or equivalent,None,Short-term on-the-job training
33-9091,Crossing Guards,1,830,910,0.9,10,10,20,8.10,9.30,High school diploma or equivalent,None,Short-term on-the-job training
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1,640,770,2.1,10,40,60,8.10,8.80,High school diploma or equivalent,None,Short-term on-the-job training
33-9099,"Protective Service Workers, All Other",,320,400,2.4,10,20,30,11.50,16.40,High school diploma or equivalent,None,Short-term on-the-job training
35-0000,Food Preparation and Serving Related Occupations,,44760,54480,2.2,970,1690,2660,8.10,9.20,,,
35-1000,Supervisors of Food Preparation and Serving Workers,,3440,4270,2.4,80,90,170,,,,,
35-1011,Chefs and Head Cooks,4,620,740,1.8,10,10,20,13.60,21.20,High school diploma or equivalent,5 years or more,None
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1,2810,3540,2.6,70,80,150,10.00,14.20,High school diploma or equivalent,Less than 5 years,None
35-2000,Cooks and Food Preparation Workers,,10550,12640,2,210,240,450,,,,,
35-2011,"Cooks, Fast Food",1,2120,2360,1.1,20,40,70,8.00,8.80,Less than high school,None,Short-term on-the-job training
35-2012,"Cooks, Institution and Cafeteria",1,1540,1960,2.7,40,30,70,9.50,11.90,Less than high school,None,Short-term on-the-job training
35-2014,"Cooks, Restaurant",1,3440,4340,2.6,90,70,160,9.20,11.90,Less than high school,Less than 5 years,Moderate-term on-the-job training
35-2015,"Cooks, Short Order",1,220,270,2.2,10,0,10,9.00,10.50,Less than high school,None,Short-term on-the-job training
35-2021,Food Preparation Workers,1,3210,3700,1.5,50,90,140,8.00,9.20,Less than high school,None,Short-term on-the-job training
35-3000,Food and Beverage Serving Workers,,25420,31230,2.3,580,1080,1660,,,,,
35-3011,Bartenders,1,1710,2060,2.1,40,60,100,8.10,10.40,Less than high school,None,Short-term on-the-job training
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",1,12770,16290,2.8,350,490,840,8.10,8.70,Less than high school,None,Short-term on-the-job training
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",1,1270,1550,2.1,30,80,110,8.10,9.00,Less than high school,None,Short-term on-the-job training
35-3031,Waiters and Waitresses,1,8930,10390,1.6,150,430,580,8.10,9.20,Less than high school,None,Short-term on-the-job training
35-3041,"Food Servers, Nonrestaurant",1,730,950,2.9,20,20,40,8.10,9.30,Less than high school,None,Short-term on-the-job training
35-9000,Other Food Preparation and Serving Related Workers,,5360,6340,1.8,100,280,380,,,,,
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1,1710,2070,2.1,40,80,110,8.10,8.90,Less than high school,None,Short-term on-the-job training
35-9021,Dishwashers,1,2160,2540,1.7,40,100,130,8.10,8.80,Less than high school,None,Short-term on-the-job training
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1,1470,1710,1.6,20,110,140,8.10,8.90,Less than high school,None,None
37-0000,Building and Grounds Cleaning and Maintenance Occupations,,21840,26540,2.2,470,450,920,8.10,9.80,,,
37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,,1770,2230,2.6,50,30,80,,,,,
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,4,1000,1260,2.6,30,20,50,11.90,17.50,High school diploma or equivalent,Less than 5 years,None
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4,780,970,2.5,20,10,30,15.90,20.20,High school diploma or equivalent,Less than 5 years,None
37-2000,Building Cleaning and Pest Control Workers,,14930,17980,2,310,290,590,,,,,
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1,9460,11700,2.4,220,180,400,8.10,9.10,Less than high school,None,Short-term on-the-job training
37-2012,Maids and Housekeeping Cleaners,1,5380,6160,1.5,80,110,180,8.10,9.10,Less than high school,None,Short-term on-the-job training
37-3000,Grounds Maintenance Workers,,5130,6330,2.3,120,130,250,,,,,
37-3011,Landscaping and Groundskeeping Workers,1,4990,6150,2.3,120,130,240,8.80,11.60,Less than high school,None,Short-term on-the-job training
37-3019,"Grounds Maintenance Workers, All Other",,40,50,3.2,0,0,0,11.90,14.50,Less than high school,None,Short-term on-the-job training
39-0000,Personal Care and Service Occupations,,16540,20970,2.7,440,390,840,8.10,10.50,,,
39-1000,Supervisors of Personal Care and Service Workers,,830,1020,2.3,20,20,30,,,,,
39-1021,First-Line Supervisors of Personal Service Workers,3,830,1020,2.3,20,20,30,11.00,14.80,High school diploma or equivalent,Less than 5 years,None
39-2000,Animal Care and Service Workers,,870,1160,3.2,30,10,40,,,,,
39-2011,Animal Trainers,1,100,130,3.7,0,0,10,8.90,10.30,High school diploma or equivalent,None,Moderate-term on-the-job training
39-2021,Nonfarm Animal Caretakers,1,780,1030,3.2,30,10,30,8.00,8.60,Less than high school,None,Short-term on-the-job training
39-3000,Entertainment Attendants and Related Workers,,2290,2970,3,70,120,190,,,,,
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",1,1310,1740,3.3,40,70,110,8.00,8.70,Less than high school,None,Short-term on-the-job training
39-3091,Amusement and Recreation Attendants,1,910,1130,2.4,20,50,70,8.10,9.20,Less than high school,None,Short-term on-the-job training
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",,50,60,2.9,0,0,0,10.20,11.40,High school diploma or equivalent,None,Short-term on-the-job training
39-4000,Funeral Service Workers,,130,150,1.6,0,0,10,,,,,
39-5000,Personal Appearance Workers,,3000,3850,2.9,90,60,150,,,,,
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",1,2440,3070,2.6,60,60,120,9.10,13.30,Postsecondary non-degree award,None,None
39-5092,Manicurists and Pedicurists,1,270,360,3,10,0,10,8.30,10.30,Postsecondary non-degree award,None,None
39-5094,Skincare Specialists,1,260,400,5.5,10,0,20,10.30,16.50,Postsecondary non-degree award,None,None
39-6000,"Baggage Porters, Bellhops, and Concierges",,300,370,2.2,10,10,20,,,,,
39-6011,Baggage Porters and Bellhops,0,190,220,1.7,0,10,10,8.00,8.70,High school diploma or equivalent,None,Short-term on-the-job training
39-6012,Concierges,1,120,150,3,0,0,10,10.40,12.40,High school diploma or equivalent,None,Moderate-term on-the-job training
39-7000,Tour and Travel Guides,,210,280,3.3,10,10,20,,,,,
39-9000,Other Personal Care and Service Workers,,8920,11180,2.5,230,160,390,,,,,
39-9011,Childcare Workers,1,3490,3970,1.4,50,100,150,8.10,10.00,High school diploma or equivalent,None,Short-term on-the-job training
39-9021,Personal Care Aides,1,2590,3590,3.8,100,20,120,8.10,10.10,Less than high school,None,Short-term on-the-job training
39-9031,Fitness Trainers and Aerobics Instructors,1,1480,1900,2.8,40,20,60,10.20,17.20,High school diploma or equivalent,None,Short-term on-the-job training
39-9032,Recreation Workers,1,1010,1290,2.8,30,10,40,8.40,10.90,Bachelor's degree,None,None
41-0000,Sales and Related Occupations,,76100,89130,1.7,1300,2160,3460,8.70,13.80,,,
41-1000,Supervisors of Sales Workers,,7870,8960,1.4,110,150,260,,,,,
41-1011,First-Line Supervisors of Retail Sales Workers,3,5830,6720,1.5,90,130,220,12.40,17.80,High school diploma or equivalent,Less than 5 years,None
41-1012,First-Line Supervisors of Non-Retail Sales Workers,5,2040,2240,1,20,30,50,20.10,36.40,High school diploma or equivalent,Less than 5 years,None
41-2000,Retail Sales Workers,,35700,41460,1.6,580,1300,1880,,,,,
41-2011,Cashiers,1,11400,12880,1.3,150,490,640,8.10,9.10,Less than high school,None,Short-term on-the-job training
41-2021,Counter and Rental Clerks,1,1800,2170,2,40,50,80,9.20,11.60,Less than high school,None,Short-term on-the-job training
41-2022,Parts Salespersons,3,990,1190,2,20,30,50,12.70,17.80,Less than high school,None,Moderate-term on-the-job training
41-2031,Retail Salespersons,1,21510,25230,1.7,370,740,1110,8.10,10.40,Less than high school,None,Short-term on-the-job training
41-3000,"Sales Representatives, Services",,12670,15210,2,250,330,580,,,,,
41-3011,Advertising Sales Agents,4,740,870,1.8,10,20,40,15.90,24.10,High school diploma or equivalent,None,Moderate-term on-the-job training
41-3021,Insurance Sales Agents,4,1920,2440,2.7,50,50,100,14.00,24.30,High school diploma or equivalent,None,Moderate-term on-the-job training
41-3031,"Securities, Commodities, and Financial Services Sales Agents",4,1960,2000,0.2,0,50,50,16.10,30.00,Bachelor's degree,None,Moderate-term on-the-job training
41-3041,Travel Agents,0,460,460,0.1,0,10,10,12.40,18.30,High school diploma or equivalent,None,Moderate-term on-the-job training
41-3099,"Sales Representatives, Services, All Other",,7600,9450,2.4,190,210,390,12.60,18.80,High school diploma or equivalent,None,Short-term on-the-job training
41-4000,"Sales Representatives, Wholesale and Manufacturing",,13590,15630,1.5,200,270,470,,,,,
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",5,3480,4240,2.2,80,70,140,22.40,39.10,Bachelor's degree,None,Moderate-term on-the-job training
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",5,10120,11390,1.3,130,200,330,16.50,26.90,High school diploma or equivalent,None,Moderate-term on-the-job training
41-9000,Other Sales and Related Workers,,6270,7870,2.5,160,110,270,,,,,
41-9011,Demonstrators and Product Promoters,1,590,750,2.7,20,20,30,10.40,11.10,High school diploma or equivalent,None,Short-term on-the-job training
41-9021,Real Estate Brokers,4,140,190,3.7,10,0,10,8.40,13.20,High school diploma or equivalent,Less than 5 years,None
41-9022,Real Estate Sales Agents,3,1710,2140,2.5,40,20,60,10.00,14.50,High school diploma or equivalent,None,Long-term on-the-job training
41-9031,Sales Engineers,3,340,420,2.3,10,10,10,26.80,47.50,Bachelor's degree,None,Moderate-term on-the-job training
41-9041,Telemarketers,1,3130,3930,2.6,80,70,150,8.40,10.60,Less than high school,None,Short-term on-the-job training
41-9099,"Sales and Related Workers, All Other",,350,420,1.9,10,10,10,10.80,14.50,High school diploma or equivalent,None,None
43-0000,Office and Administrative Support Occupations,,127270,153570,2.1,2690,2790,5480,10.60,14.70,,,
43-1000,Supervisors of Office and Administrative Support Workers,,9530,11710,2.3,220,230,440,,,,,
43-1011,First-Line Supervisors of Office and Administrative Support Workers,4,9530,11710,2.3,220,230,440,15.20,22.30,High school diploma or equivalent,Less than 5 years,None
43-2000,Communications Equipment Operators,,400,390,-0.3,0,10,10,,,,,
43-2011,"Switchboard Operators, Including Answering Service",0,310,290,-0.6,0,10,10,10.40,12.90,High school diploma or equivalent,None,Short-term on-the-job training
43-3000,Financial Clerks,,16590,20370,2.3,380,340,710,,,,,
43-3011,Bill and Account Collectors,3,2460,2980,2.1,50,70,120,12.10,16.30,High school diploma or equivalent,None,Moderate-term on-the-job training
43-3021,Billing and Posting Clerks,3,2010,2600,3,60,40,100,12.50,15.40,High school diploma or equivalent,None,Short-term on-the-job training
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",3,7960,9920,2.5,200,70,270,12.10,16.50,High school diploma or equivalent,None,Moderate-term on-the-job training
43-3051,Payroll and Timekeeping Clerks,4,730,920,2.7,20,20,40,14.80,18.00,High school diploma or equivalent,None,Moderate-term on-the-job training
43-3071,Tellers,1,2190,2470,1.3,30,100,130,9.60,11.00,High school diploma or equivalent,None,Short-term on-the-job training
43-4000,Information and Record Clerks,,42510,52660,2.4,1020,1070,2080,,,,,
43-4011,Brokerage Clerks,4,390,490,2.7,10,10,20,15.40,20.10,High school diploma or equivalent,None,Moderate-term on-the-job training
43-4021,Correspondence Clerks,,60,70,2.1,0,0,0,14.20,17.10,High school diploma or equivalent,None,Short-term on-the-job training
43-4031,"Court, Municipal, and License Clerks",3,430,500,1.5,10,10,10,12.60,13.90,High school diploma or equivalent,None,Moderate-term on-the-job training
43-4041,"Credit Authorizers, Checkers, and Clerks",0,390,410,0.7,0,0,10,12.70,15.60,High school diploma or equivalent,None,Short-term on-the-job training
43-4051,Customer Service Representatives,3,24510,32070,3.1,760,670,1420,10.80,14.30,High school diploma or equivalent,None,Short-term on-the-job training
43-4061,"Eligibility Interviewers, Government Programs",4,730,900,2.4,20,20,30,15.00,16.90,High school diploma or equivalent,None,Moderate-term on-the-job training
43-4071,File Clerks,0,670,660,-0.1,0,20,20,9.50,13.10,High school diploma or equivalent,None,Short-term on-the-job training
43-4081,"Hotel, Motel, and Resort Desk Clerks",1,1200,1460,2.2,30,60,80,8.10,10.10,High school diploma or equivalent,None,Short-term on-the-job training
43-4111,"Interviewers, Except Eligibility and Loan",1,990,1270,2.8,30,20,50,8.20,12.80,High school diploma or equivalent,None,Short-term on-the-job training
43-4121,"Library Assistants, Clerical",1,360,470,3.1,10,20,30,10.50,12.70,High school diploma or equivalent,None,Short-term on-the-job training
43-4131,Loan Interviewers and Clerks,3,1610,1940,2,30,10,40,12.40,16.30,High school diploma or equivalent,None,Short-term on-the-job training
43-4141,New Accounts Clerks,0,260,270,0.3,0,10,10,12.30,15.40,High school diploma or equivalent,None,Moderate-term on-the-job training
43-4151,Order Clerks,1,890,1040,1.7,20,20,40,10.00,13.70,High school diploma or equivalent,None,Short-term on-the-job training
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",3,550,590,0.7,0,10,20,11.90,16.60,High school diploma or equivalent,None,Short-term on-the-job training
43-4171,Receptionists and Information Clerks,1,5170,6190,2,100,140,240,9.50,12.20,High school diploma or equivalent,None,Short-term on-the-job training
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,3,3970,3990,0.1,0,50,60,10.50,15.00,High school diploma or equivalent,None,Short-term on-the-job training
43-4199,"Information and Record Clerks, All Other",,350,350,-0.2,0,10,10,14.60,19.00,High school diploma or equivalent,None,Short-term on-the-job training
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",,16980,19290,1.4,230,470,700,,,,,
43-5021,Couriers and Messengers,0,260,270,0.3,0,0,0,10.10,12.10,High school diploma or equivalent,None,Short-term on-the-job training
43-5031,"Police, Fire, and Ambulance Dispatchers",3,450,510,1.5,10,10,20,13.70,17.00,High school diploma or equivalent,None,Moderate-term on-the-job training
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",4,960,1230,2.7,30,30,50,12.20,18.50,High school diploma or equivalent,None,Moderate-term on-the-job training
43-5051,Postal Service Clerks,2,220,230,0.7,0,0,0,19.80,25.90,High school diploma or equivalent,None,Short-term on-the-job training
43-5052,Postal Service Mail Carriers,4,980,1120,1.4,10,30,50,20.50,27.20,High school diploma or equivalent,None,Short-term on-the-job training
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2,560,610,0.9,10,0,10,19.30,25.90,High school diploma or equivalent,None,Short-term on-the-job training
43-5061,"Production, Planning, and Expediting Clerks",4,1530,1760,1.5,20,40,60,14.70,21.20,High school diploma or equivalent,None,Moderate-term on-the-job training
43-5071,"Shipping, Receiving, and Traffic Clerks",3,3470,4180,2,70,90,160,10.20,13.70,High school diploma or equivalent,None,Short-term on-the-job training
43-5081,Stock Clerks and Order Fillers,1,7980,8660,0.9,70,240,310,8.30,11.10,Less than high school,None,Short-term on-the-job training
47-2152,"Plumbers, Pipefitters, and Steamfitters",5,2510,2900,1.5,40,30,70,15.80,24.90,High school diploma or equivalent,None,Apprenticeship
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",3,350,440,2.8,10,10,20,11.20,14.10,High school diploma or equivalent,None,Short-term on-the-job training
43-6000,Secretaries and Administrative Assistants,,19560,24660,2.6,510,240,750,,,,,
43-6011,Executive Secretaries and Executive Administrative Assistants,4,4490,5010,1.2,50,50,110,16.20,21.30,High school diploma or equivalent,Less than 5 years,None
43-6012,Legal Secretaries,4,1050,1110,0.6,10,10,20,14.20,20.20,High school diploma or equivalent,None,Moderate-term on-the-job training
43-6013,Medical Secretaries,3,3540,5190,4.7,170,40,210,12.00,14.00,High school diploma or equivalent,None,Moderate-term on-the-job training
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3,10480,13360,2.7,290,130,410,11.60,15.90,High school diploma or equivalent,None,Short-term on-the-job training
43-9000,Other Office and Administrative Support Workers,,21700,24500,1.3,330,450,780,,,,,
43-9011,Computer Operators,0,330,290,-1.2,0,0,0,10.40,14.80,High school diploma or equivalent,None,Moderate-term on-the-job training
43-9021,Data Entry Keyers,0,2190,1730,-2.1,0,30,30,11.20,14.00,High school diploma or equivalent,None,Moderate-term on-the-job training
43-9022,Word Processors and Typists,0,340,330,-0.3,0,0,0,9.70,13.00,High school diploma or equivalent,None,Short-term on-the-job training
43-9041,Insurance Claims and Policy Processing Clerks,3,1570,1920,2.2,40,40,80,12.70,14.90,High school diploma or equivalent,None,Moderate-term on-the-job training
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",0,890,920,0.3,0,20,20,8.20,10.90,High school diploma or equivalent,None,Short-term on-the-job training
43-9061,"Office Clerks, General",1,14250,16700,1.7,250,300,540,9.30,12.50,High school diploma or equivalent,None,Short-term on-the-job training
43-9071,"Office Machine Operators, Except Computer",0,280,280,0.1,0,10,10,9.40,11.10,High school diploma or equivalent,None,Short-term on-the-job training
43-9081,Proofreaders and Copy Markers,0,180,190,0.9,0,0,10,9.20,14.30,Bachelor's degree,None,None
43-9111,Statistical Assistants,3,140,160,1.5,0,0,10,15.80,20.00,Bachelor's degree,None,None
43-9199,"Office and Administrative Support Workers, All Other",,1530,1970,2.9,40,40,90,11.40,16.50,High school diploma or equivalent,None,Short-term on-the-job training
45-0000,"Farming, Fishing, and Forestry Occupations",,1350,1290,-0.5,0,40,40,9.80,11.70,,,
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",,70,80,0.4,0,0,0,,,,,
45-2000,Agricultural Workers,,1230,1160,-0.6,0,40,40,,,,,
45-2091,Agricultural Equipment Operators,0,60,60,0,0,0,0,,,Less than high school,None,Short-term on-the-job training
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1,910,820,-1,0,30,30,9.70,10.80,Less than high school,None,Short-term on-the-job training
45-4000,"Forest, Conservation, and Logging Workers",,40,50,1.6,0,0,0,,,,,
47-0000,Construction and Extraction Occupations,,35850,43880,2.2,810,620,1420,13.30,19.60,,,
47-1000,Supervisors of Construction and Extraction Workers,,3210,3880,2.1,70,40,100,,,,,
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,5,3210,3880,2.1,70,40,100,20.20,27.20,High school diploma or equivalent,5 years or more,None
47-2000,Construction Trades Workers,,28250,34750,2.3,650,490,1140,,,,,
